#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,HBP,SO
740,Justin Bruihl,STL,1,2,4.53,39,0,39,169,37,21,19,4,17,5,33
741,Luis Peralta,CHC,1,2,5.57,17,0,17,79,17,11,10,3,11,2,16
742,Yovanny Cruz,NYY,1,2,5.06,27,0,27,121,25,17,15,4,14,4,27
743,Trevor Martin,TBR,1,2,5.14,29,0,29,127,31,18,17,5,10,2,24
744,Wyatt Mills,LAD,1,1,5.58,18,0,18,83,18,12,11,3,10,3,16
745,Mitch Farris,LAA,1,2,5.26,32,0,32,144,34,21,19,5,13,1,30
746,Jalen Beeks,TEX,2,3,4.71,39,0,39,170,38,22,21,6,16,2,35
747,Steven Cruz,KCR,1,2,4.98,36,0,36,158,33,22,20,6,17,2,37
748,Jonathan Heasley,TBR,1,2,5.44,30,0,30,130,33,19,18,5,10,1,21
749,Blas Castaño,COL,1,2,6.42,26,0,26,122,34,20,18,4,11,3,17
750,Michael Kopech,,1,1,4.43,18,0,18,79,15,10,9,3,10,1,20
751,William Kempner,MIA,1,3,5.13,25,0,25,110,23,15,14,3,14,3,24
752,Cade Gibson,MIA,2,2,4.48,34,0,34,147,34,18,17,4,13,4,27
753,John Klein,MIN,2,3,4.86,32,0,32,141,33,19,17,5,12,3,27
754,Ricky Vanasco,DET,2,3,5,34,0,34,152,33,20,19,5,19,1,32
755,AJ Blubaugh,HOU,2,3,4.69,36,0,36,158,35,20,19,5,17,1,32
756,George Soriano,STL,1,2,4.71,40,0,40,173,38,23,21,5,16,3,37
757,Nick Davila,SEA,1,2,4.78,31,0,31,137,33,18,17,4,11,1,21
758,Tejay Antone,CIN,1,2,5.54,39,0,39,173,41,26,24,6,16,4,34
759,Yoendrys Gómez,MIN,1,2,4.97,40,0,40,174,39,24,22,6,18,3,39
760,Ryan Rolison,CHC,2,2,4.8,36,0,36,159,37,21,19,6,14,0,29
761,Caleb Kilian,SFG,2,3,4.64,41,0,41,181,43,23,21,5,16,2,35
762,Joel Peguero,SFG,2,2,4.41,40,0,40,176,41,21,20,4,17,3,29
763,Antonio Senzatela,COL,2,5,5.32,45,1,50,227,61,32,30,7,18,2,32
764,Tony Santillan,CIN,2,3,5.16,45,0,45,197,42,28,26,8,21,3,47
765,Cole Henry,WSN,1,2,5.22,40,0,40,176,35,25,23,6,23,6,39
